employee_id,first_name,last_name,gender,email,department,designation,manager_name,manager_id,manager_email,attendance,salary
813,Orin,Wozencraft,Female,owozencraftmk@netlog.com,HR,Intern,Patricia Loads,MGR135,mspatigj@cbslocal.com,absent,"$23,333.47 "
954,Brandtr,Loggie,Female,bloggieqh@oakley.com,Support,Intern,Patricia Loads,MGR135,mspatigj@cbslocal.com,absent,"$94,595.97 "
62,Clayton,Verrills,Genderfluid,cverrills1p@apache.org,Marketing,Intern,Clayton Verrills,MGR246,amadle2@clickbank.net,present,"$13,557.73 "
195,Shelba,Tyer,Female,styer5e@europa.eu,HR,Intern,Clayton Verrills,MGR246,amadle2@clickbank.net,absent,"$41,255.28 "
205,Edik,Elcy,Male,eelcy5o@360.cn,Sales,Intern,Clayton Verrills,MGR246,amadle2@clickbank.net,present,"$73,377.94 "
277,Ricky,Blatchford,Male,rblatchford7o@boston.com,Finance,Intern,Clayton Verrills,MGR246,amadle2@clickbank.net,absent,"$84,791.03 "
600,Carmine,Kaman,Male,ckamangn@artisteer.com,Support,Intern,Clayton Verrills,MGR246,amadle2@clickbank.net,absent,"$99,243.54 "
643,Free,Prott,Female,fprotthu@so-net.ne.jp,HR,Intern,Clayton Verrills,MGR246,amadle2@clickbank.net,present,"$11,558.55 "
650,Kathie,Palfrie,Male,kpalfriei1@upenn.edu,Finance,Intern,Clayton Verrills,MGR246,amadle2@clickbank.net,absent,"$29,910.82 "
781,Ethelind,Teal,Female,eteallo@hexun.com,Support,Intern,Clayton Verrills,MGR246,amadle2@clickbank.net,present,"$51,925.79 "
804,Nero,McWhorter,Female,nmcwhortermb@economist.com,Marketing,Intern,Clayton Verrills,MGR246,amadle2@clickbank.net,absent,"$32,454.77 "
816,Margie,Baumber,Female,mbaumbermn@state.tx.us,Support,Intern,Clayton Verrills,MGR246,amadle2@clickbank.net,present,"$26,763.77 "
887,Bea,Niesing,Male,bniesingom@bloglovin.com,Operations,Intern,Clayton Verrills,MGR246,amadle2@clickbank.net,absent,"$72,043.31 "
919,Weber,Argrave,Female,wargravepi@omniture.com,HR,Intern,Clayton Verrills,MGR246,amadle2@clickbank.net,present,"$21,695.58 "
935,Alec,Ambrozewicz,Female,aambrozewiczpy@mail.ru,Support,Intern,Clayton Verrills,MGR246,amadle2@clickbank.net,present,"$58,339.44 "
945,Florina,Cino,Female,fcinoq8@nationalgeographic.com,HR,Intern,Clayton Verrills,MGR246,amadle2@clickbank.net,present,"$94,901.88 "
986,Jone,Basant,Male,jbasantrd@dailymotion.com,Sales,Intern,Clayton Verrills,MGR246,amadle2@clickbank.net,absent,"$31,963.61 "
988,Son,Lownds,Male,slowndsrf@cocolog-nifty.com,Marketing,Intern,Clayton Verrills,MGR246,amadle2@clickbank.net,absent,"$41,118.84 "
92,Daryn,McMaster,Female,dmcmaster2j@accuweather.com,Operations,Intern,Reidar Rickell,MGR318,afritz1v@diigo.com,present,"$91,564.61 "
113,Sallie,Eam,Female,seam34@biglobe.ne.jp,Support,Intern,Reidar Rickell,MGR318,afritz1v@diigo.com,absent,"$94,900.02 "
189,Mitch,Illidge,Male,millidge58@huffingtonpost.com,HR,Intern,Reidar Rickell,MGR318,afritz1v@diigo.com,present,"$68,789.35 "
239,Cathe,Book,Female,cbook6m@mashable.com,HR,Intern,Reidar Rickell,MGR318,afritz1v@diigo.com,absent,"$14,773.99 "
783,Elmer,Tenaunt,Female,etenauntlq@google.de,Operations,Intern,Reidar Rickell,MGR318,afritz1v@diigo.com,present,"$72,237.34 "
976,Devonna,Copyn,Male,dcopynr3@google.ca,Marketing,Intern,Reidar Rickell,MGR318,afritz1v@diigo.com,present,"$87,297.66 "
1000,Emilie,Glencrosche,Female,eglencroscherr@cam.ac.uk,Finance,Intern,Reidar Rickell,MGR318,afritz1v@diigo.com,present,"$96,360.99 "
24,Rutledge,Plews,Female,rplewsn@twitter.com,Support,Intern,Katalina Claes,MGR321,gnewtown4@yolasite.com,absent,"$23,361.01 "
32,Beatrice,Audiss,Female,baudissv@wiley.com,Engineering,Intern,Katalina Claes,MGR321,gnewtown4@yolasite.com,absent,"$72,187.00 "
159,Alexis,Hedworth,Female,ahedworth4e@va.gov,Finance,Intern,Katalina Claes,MGR321,gnewtown4@yolasite.com,absent,"$45,688.63 "
236,Marney,Mateus,Female,mmateus6j@buzzfeed.com,Operations,Intern,Katalina Claes,MGR321,gnewtown4@yolasite.com,present,"$34,175.08 "
274,Haywood,Halladay,Male,hhalladay7l@fda.gov,Support,Intern,Katalina Claes,MGR321,gnewtown4@yolasite.com,absent,"$59,531.11 "
379,Charmane,McCaskell,Female,cmccaskellai@msu.edu,HR,Intern,Katalina Claes,MGR321,gnewtown4@yolasite.com,absent,"$60,725.72 "
380,Birk,Skedge,Genderfluid,bskedgeaj@livejournal.com,Marketing,Intern,Katalina Claes,MGR321,gnewtown4@yolasite.com,present,"$67,801.49 "
464,Shaylyn,Proback,Male,sprobackcv@jiathis.com,Engineering,Intern,Katalina Claes,MGR321,gnewtown4@yolasite.com,present,"$22,211.53 "
502,Jaine,Creeber,Bigender,jcreeberdx@phpbb.com,Support,Intern,Katalina Claes,MGR321,gnewtown4@yolasite.com,present,"$33,051.53 "
571,Klaus,Oram,Male,koramfu@toplist.cz,Engineering,Intern,Katalina Claes,MGR321,gnewtown4@yolasite.com,present,"$77,926.90 "
715,Lucky,Roseman,Female,lrosemanju@fda.gov,Engineering,Intern,Katalina Claes,MGR321,gnewtown4@yolasite.com,absent,"$85,279.61 "
769,Stavros,Taverner,Female,stavernerlc@patch.com,Operations,Intern,Katalina Claes,MGR321,gnewtown4@yolasite.com,present,"$85,749.55 "
806,Tuck,Dadge,Male,tdadgemd@ebay.co.uk,Finance,Intern,Katalina Claes,MGR321,gnewtown4@yolasite.com,absent,"$33,212.71 "
814,Lula,Keele,Male,lkeeleml@domainmarket.com,Marketing,Intern,Katalina Claes,MGR321,gnewtown4@yolasite.com,present,"$34,989.29 "
863,Channa,Woodrup,Male,cwoodrupny@epa.gov,Operations,Intern,Katalina Claes,MGR321,gnewtown4@yolasite.com,present,"$98,292.74 "
877,Iris,Hairsine,Female,ihairsineoc@dropbox.com,Support,Intern,Katalina Claes,MGR321,gnewtown4@yolasite.com,absent,"$24,265.61 "
909,Garfield,Boulds,Male,gbouldsp8@dmoz.org,Operations,Intern,Katalina Claes,MGR321,gnewtown4@yolasite.com,absent,"$11,417.83 "
943,Geordie,Noad,Female,gnoadq6@shinystat.com,Engineering,Intern,Katalina Claes,MGR321,gnewtown4@yolasite.com,absent,"$49,192.80 "
53,Flossy,Camies,Male,fcamies1g@booking.com,Marketing,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,present,"$26,198.57 "
91,Melony,Derill,Female,mderill2i@engadget.com,HR,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$62,626.79 "
112,Blayne,Hrus,Male,bhrus33@nasa.gov,Sales,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,present,"$75,456.04 "
133,Dehlia,Danher,Female,ddanher3o@google.ru,Finance,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,present,"$38,115.18 "
169,Jolynn,Moffat,Genderqueer,jmoffat4o@vinaora.com,Finance,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,present,"$29,350.12 "
188,Yalonda,Surridge,Male,ysurridge57@timesonline.co.uk,Operations,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,present,"$39,716.60 "
193,Sayre,Esseby,Male,sesseby5c@google.fr,Sales,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$60,431.87 "
238,Ralina,Raoul,Male,rraoul6l@yahoo.com,Support,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$88,660.86 "
340,Inessa,Crosser,Female,icrosser9f@msu.edu,Finance,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$56,131.46 "
351,Ulla,Bownes,Genderqueer,ubownes9q@people.com.cn,Support,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$74,249.44 "
483,Ellwood,Itzchaki,Non-binary,eitzchakide@godaddy.com,HR,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$40,339.40 "
486,Dwayne,Gebbe,Female,dgebbedh@zdnet.com,Support,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$13,589.76 "
507,Sonnnie,Paramore,Male,sparamoree2@mayoclinic.com,Sales,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$45,391.11 "
530,Roosevelt,Fullom,Female,rfullomep@independent.co.uk,Sales,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,present,"$46,647.68 "
602,Wade,Polden,Male,wpoldengp@qq.com,Support,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$40,628.38 "
608,Jackelyn,Piotr,Agender,jpiotrgv@jalbum.net,Engineering,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,present,"$43,500.82 "
629,Bondon,Sympson,Female,bsympsonhg@chicagotribune.com,Finance,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$84,330.08 "
633,Teodoor,De la Feld,Male,tdehk@salon.com,Marketing,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,present,"$26,128.81 "
674,Sutton,Forgan,Female,sforganip@nature.com,Sales,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,present,"$71,242.48 "
864,Kelley,Haydon,Female,khaydonnz@pbs.org,Finance,Intern,Willamina Mattioni,MGR456,wmattioni5@hc360.com,absent,"$86,326.58 "
29,Mavis,Raise,Female,mraises@hubpages.com,HR,Intern,Christine Getsham,MGR579,cgetshamp@cbsnews.com,present,"$30,900.87 "
125,Anabal,Brightling,Agender,abrightling3g@gov.uk,Operations,Intern,Christine Getsham,MGR579,cgetshamp@cbsnews.com,absent,"$62,008.30 "
337,Elie,Gisburne,Male,egisburne9c@dot.gov,Finance,Intern,Christine Getsham,MGR579,cgetshamp@cbsnews.com,present,"$52,972.22 "
357,Amie,Salmoni,Female,asalmoni9w@whitehouse.gov,Operations,Intern,Christine Getsham,MGR579,cgetshamp@cbsnews.com,absent,"$48,477.52 "
420,Douglass,Relph,Female,drelphbn@naver.com,Operations,Intern,Christine Getsham,MGR579,cgetshamp@cbsnews.com,absent,"$59,559.97 "
422,Welby,Toope,Female,wtoopebp@live.com,Sales,Intern,Christine Getsham,MGR579,cgetshamp@cbsnews.com,present,"$85,835.06 "
493,Sue,Gyves,Agender,sgyvesdo@princeton.edu,Operations,Intern,Christine Getsham,MGR579,cgetshamp@cbsnews.com,absent,"$20,242.37 "
587,Baryram,Boissieux,Male,bboissieuxga@wix.com,HR,Intern,Christine Getsham,MGR579,cgetshamp@cbsnews.com,present,"$27,111.24 "
613,Gerard,Willman,Female,gwillmanh0@huffingtonpost.com,HR,Intern,Christine Getsham,MGR579,cgetshamp@cbsnews.com,present,"$34,248.00 "
623,Parrnell,Blandamore,Male,pblandamoreha@tmall.com,Operations,Intern,Christine Getsham,MGR579,cgetshamp@cbsnews.com,present,"$31,625.16 "
637,Schuyler,Baribal,Female,sbaribalho@chronoengine.com,Sales,Intern,Christine Getsham,MGR579,cgetshamp@cbsnews.com,present,"$21,320.86 "
673,Carlynne,McTurk,Non-binary,cmcturkio@cnbc.com,Operations,Intern,Christine Getsham,MGR579,cgetshamp@cbsnews.com,absent,"$48,150.95 "
747,Archie,Jonah,Female,ajonahkq@earthlink.net,Marketing,Intern,Christine Getsham,MGR579,cgetshamp@cbsnews.com,absent,"$58,816.00 "
757,Mickie,Emilien,Female,memilienl0@theglobeandmail.com,Marketing,Intern,Christine Getsham,MGR579,cgetshamp@cbsnews.com,present,"$83,061.77 "
873,Dominga,Custy,Male,dcustyo8@ucsd.edu,Sales,Intern,Christine Getsham,MGR579,cgetshamp@cbsnews.com,absent,"$54,497.03 "
940,Ethe,Crich,Female,ecrichq3@irs.gov,Finance,Intern,Christine Getsham,MGR579,cgetshamp@cbsnews.com,absent,"$66,844.77 "
388,Gerick,Chmiel,Male,gchmielar@cbc.ca,Sales,Intern,Rosy Edwin,MGR642,redwinu@edublogs.org,present,"$31,445.49 "
412,Lewes,Sowersby,Bigender,lsowersbybf@wufoo.com,Engineering,Intern,Rosy Edwin,MGR642,redwinu@edublogs.org,present,"$60,355.13 "
448,Gisele,Lahy,Male,glahycf@msu.edu,HR,Intern,Rosy Edwin,MGR642,redwinu@edublogs.org,absent,"$93,713.21 "
463,Allx,Hedworth,Female,ahedworthcu@a8.net,Marketing,Intern,Rosy Edwin,MGR642,redwinu@edublogs.org,absent,"$82,503.45 "
470,Kendrick,Gladstone,Female,kgladstoned1@ask.com,Marketing,Intern,Rosy Edwin,MGR642,redwinu@edublogs.org,present,"$66,978.16 "
480,Gavra,Carrabott,Male,gcarrabottdb@wunderground.com,Operations,Intern,Rosy Edwin,MGR642,redwinu@edublogs.org,present,"$63,441.48 "
684,Victor,Wych,Male,vwychiz@addtoany.com,HR,Intern,Rosy Edwin,MGR642,redwinu@edublogs.org,present,"$66,095.79 "
929,Hedvige,Bryce,Male,hbryceps@unicef.org,Engineering,Intern,Rosy Edwin,MGR642,redwinu@edublogs.org,absent,"$77,891.87 "
30,Killy,Pinchon,Male,kpinchont@craigslist.org,Operations,Intern,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$81,304.59 "
79,Matthiew,Skunes,Male,mskunes26@google.co.uk,Finance,Intern,Merle Glantz,MGR654,mglantz9@aol.com,present,"$84,966.32 "
139,Leora,Bunting,Female,lbunting3u@hubpages.com,Engineering,Intern,Merle Glantz,MGR654,mglantz9@aol.com,present,"$12,855.07 "
266,Matthias,Saunder,Male,msaunder7d@ucoz.com,Marketing,Intern,Merle Glantz,MGR654,mglantz9@aol.com,present,"$91,641.06 "
290,Mala,Kinnier,Male,mkinnier81@earthlink.net,Sales,Intern,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$49,410.64 "
322,Lanie,Crighton,Male,lcrighton8x@amazon.de,Engineering,Intern,Merle Glantz,MGR654,mglantz9@aol.com,present,"$49,017.94 "
367,Sydel,Gethyn,Male,sgethyna6@people.com.cn,Marketing,Intern,Merle Glantz,MGR654,mglantz9@aol.com,present,"$19,282.85 "
410,Nikki,Butter,Female,nbutterbd@free.fr,Finance,Intern,Merle Glantz,MGR654,mglantz9@aol.com,present,"$81,686.74 "
414,Ewen,Gogie,Male,egogiebh@feedburner.com,Engineering,Intern,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$14,131.46 "
471,Burton,Mattessen,Female,bmattessend2@cdc.gov,Marketing,Intern,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$30,633.11 "
476,Frazer,Poyner,Female,fpoynerd7@nsw.gov.au,Engineering,Intern,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$89,340.16 "
505,Rodi,Aglione,Genderfluid,raglionee0@deliciousdays.com,Sales,Intern,Merle Glantz,MGR654,mglantz9@aol.com,present,"$55,849.39 "
560,Trista,Fautley,Female,tfautleyfj@163.com,Sales,Intern,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$84,947.61 "
586,Giralda,Maling,Male,gmalingg9@rakuten.co.jp,Marketing,Intern,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$83,958.29 "
620,Dollie,Lum,Female,dlumh7@buzzfeed.com,Marketing,Intern,Merle Glantz,MGR654,mglantz9@aol.com,present,"$33,532.07 "
640,Kayne,Pozzi,Female,kpozzihr@yandex.ru,Engineering,Intern,Merle Glantz,MGR654,mglantz9@aol.com,present,"$45,823.25 "
663,Gillie,Beddon,Male,gbeddonie@abc.net.au,Marketing,Intern,Merle Glantz,MGR654,mglantz9@aol.com,present,"$18,239.61 "
680,Jo,Karpf,Female,jkarpfiv@4shared.com,HR,Intern,Merle Glantz,MGR654,mglantz9@aol.com,present,"$47,352.01 "
717,Millicent,Kimpton,Male,mkimptonjw@g.co,Finance,Intern,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$33,790.36 "
770,Myrle,Giral,Male,mgiralld@phpbb.com,Engineering,Intern,Merle Glantz,MGR654,mglantz9@aol.com,present,"$32,727.15 "
796,Carma,Pugsley,Female,cpugsleym3@time.com,Engineering,Intern,Merle Glantz,MGR654,mglantz9@aol.com,present,"$57,086.79 "
801,Irving,Roels,Female,iroelsm8@4shared.com,Marketing,Intern,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$33,970.78 "
890,Shae,Dugue,Female,sdugueop@nps.gov,Operations,Intern,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$13,736.90 "
901,Janeczka,Lidgett,Male,jlidgettp0@aol.com,HR,Intern,Merle Glantz,MGR654,mglantz9@aol.com,present,"$69,534.03 "
934,Clarabelle,Oakhill,Male,coakhillpx@telegraph.co.uk,Support,Intern,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$66,998.41 "
939,Ludvig,Loomes,Male,lloomesq2@dion.ne.jp,HR,Intern,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$67,053.19 "
947,Alyse,Yelyashev,Male,ayelyashevqa@people.com.cn,Marketing,Intern,Merle Glantz,MGR654,mglantz9@aol.com,absent,"$97,023.54 "
956,Hanni,Brisbane,Male,hbrisbaneqj@1688.com,Finance,Intern,Merle Glantz,MGR654,mglantz9@aol.com,present,"$69,887.32 "
54,Gene,Gonzalvo,Female,ggonzalvo1h@last.fm,Finance,Intern,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,present,"$72,108.25 "
117,Tybi,Andreacci,Female,tandreacci38@irs.gov,Engineering,Intern,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,present,"$97,027.46 "
178,Rosene,Espinazo,Male,respinazo4x@digg.com,Marketing,Intern,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,absent,"$41,203.60 "
289,Hilly,Simmen,Female,hsimmen80@nydailynews.com,Engineering,Intern,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,absent,"$12,701.83 "
435,Bobina,Goldstraw,Non-binary,bgoldstrawc2@shinystat.com,Sales,Intern,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,present,"$30,213.10 "
522,Fredelia,Doogan,Female,fdooganeh@imdb.com,Engineering,Intern,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,absent,"$27,918.70 "
549,Sarajane,Phebey,Female,sphebeyf8@t.co,HR,Intern,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,present,"$89,712.42 "
601,Bald,Culham,Male,bculhamgo@drupal.org,Support,Intern,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,absent,"$48,447.47 "
743,Cathyleen,Janaway,Male,cjanawaykm@exblog.jp,HR,Intern,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,present,"$36,187.98 "
773,Jaine,Craigie,Female,jcraigielg@gov.uk,Finance,Intern,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,present,"$38,136.60 "
822,Aloin,Bartke,Female,abartkemt@shinystat.com,HR,Intern,Cassaundra Binnes,MGR789,cbinnes3@shutterfly.com,present,"$83,071.25 "
176,Gerry,Harty,Female,gharty4v@over-blog.com,Finance,Intern,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,present,"$42,806.54 "
224,Amalita,Gritsunov,Female,agritsunov67@eepurl.com,Engineering,Intern,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,absent,"$47,502.38 "
270,Chelsey,Mousby,Female,cmousby7h@taobao.com,HR,Intern,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,absent,"$37,760.64 "
288,Brit,Pavyer,Male,bpavyer7z@smh.com.au,Support,Intern,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,present,"$12,769.38 "
353,Gerrie,Mully,Male,gmully9s@bravesites.com,Engineering,Intern,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,present,"$47,466.42 "
466,Zorana,Skrzynski,Female,zskrzynskicx@mediafire.com,Marketing,Intern,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,present,"$90,771.53 "
524,Katlin,Cortes,Male,kcortesej@netlog.com,HR,Intern,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,absent,"$12,961.89 "
561,Denny,Pentlow,Male,dpentlowfk@rakuten.co.jp,Support,Intern,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,absent,"$37,578.18 "
577,Kiel,Dane,Male,kdaneg0@parallels.com,Finance,Intern,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,present,"$77,140.59 "
634,Cletis,Churchin,Female,cchurchinhl@businessweek.com,Marketing,Intern,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,absent,"$46,097.61 "
941,Tyson,Tuvey,Male,ttuveyq4@hhs.gov,Sales,Intern,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,absent,"$79,707.30 "
984,Persis,Jarrad,Female,pjarradrb@ft.com,Marketing,Intern,Marabel Stogill,MGR813,mstogillb@cam.ac.uk,absent,"$93,616.44 "
45,Drusie,Crummie,Male,dcrummie18@gnu.org,HR,Intern,Micky Sturdey,MGR975,msturdeyw@reference.com,present,"$95,649.73 "
129,Jacquelin,Dymocke,Female,jdymocke3k@patch.com,Finance,Intern,Micky Sturdey,MGR975,msturdeyw@reference.com,absent,"$30,829.83 "
313,Rachele,Currum,Male,rcurrum8o@wikipedia.org,Engineering,Intern,Micky Sturdey,MGR975,msturdeyw@reference.com,present,"$13,697.35 "
533,Cary,Noblet,Female,cnobletes@fotki.com,Engineering,Intern,Micky Sturdey,MGR975,msturdeyw@reference.com,present,"$65,202.89 "
641,Loreen,Walkinshaw,Male,lwalkinshawhs@technorati.com,Engineering,Intern,Micky Sturdey,MGR975,msturdeyw@reference.com,present,"$56,878.65 "
852,Nerti,Muehle,Male,nmuehlenn@plala.or.jp,Engineering,Intern,Micky Sturdey,MGR975,msturdeyw@reference.com,absent,"$36,325.11 "
1,Shadow,Faunch,Male,sfaunch0@answers.com,Operations,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,absent,"$37,504.56 "
52,Julie,Willgoose,Female,jwillgoose1f@cargocollective.com,Marketing,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$18,984.70 "
104,Flore,Hollerin,Male,fhollerin2v@ustream.tv,Sales,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$10,379.97 "
142,Al,De Minico,Bigender,ade3x@ca.gov,Support,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,absent,"$34,597.32 "
226,Fowler,Liverseege,Female,fliverseege69@hp.com,Marketing,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$80,860.08 "
253,Ulrich,Kendrew,Female,ukendrew70@last.fm,Support,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,absent,"$99,101.80 "
306,Carson,Libbis,Female,clibbis8h@vinaora.com,Sales,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$44,258.89 "
310,Kessia,Meco,Male,kmeco8l@tinyurl.com,HR,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$23,058.94 "
330,Iolanthe,Creane,Male,icreane95@mapy.cz,Sales,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$42,671.95 "
346,Blake,Hiscoke,Male,bhiscoke9l@washington.edu,Operations,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,absent,"$41,089.94 "
441,Marys,Sawforde,Female,msawfordec8@utexas.edu,Finance,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,absent,"$60,012.24 "
459,Tripp,Townsend,Female,ttownsendcq@hud.gov,Support,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$78,169.73 "
500,Hadleigh,Cockton,Male,hcocktondv@newsvine.com,Operations,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,absent,"$81,793.30 "
534,Afton,Merrisson,Male,amerrissonet@noaa.gov,Support,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$88,398.63 "
545,Niki,Stanfield,Female,nstanfieldf4@icq.com,HR,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$32,292.83 "
588,Liam,Boothman,Female,lboothmangb@arstechnica.com,Marketing,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$40,088.16 "
615,Miguelita,Cars,Male,mcarsh2@cbsnews.com,Engineering,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,absent,"$85,963.98 "
621,Guy,Sparwell,Male,gsparwellh8@seattletimes.com,Marketing,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$58,576.64 "
720,Mag,Saddler,Female,msaddlerjz@skyrock.com,Marketing,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$36,677.36 "
739,Karon,Hagstone,Male,khagstoneki@360.cn,Sales,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,absent,"$42,059.77 "
748,Gelya,Nollet,Male,gnolletkr@bluehost.com,HR,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,absent,"$53,401.05 "
775,Andreana,Gaiger,Female,agaigerli@yale.edu,Sales,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,absent,"$55,983.68 "
786,Essa,Gavey,Male,egaveylt@deliciousdays.com,Engineering,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,absent,"$11,344.65 "
797,Jacinta,Luigi,Male,jluigim4@pcworld.com,Marketing,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,present,"$30,644.21 "
848,Correna,Twydell,Genderfluid,ctwydellnj@cisco.com,Operations,Intern,Shadow Faunch,MGR987,sfaunch0@blogtalkradio.com,absent,"$35,722.33 "
109,Lyn,Castilla,Non-binary,lcastilla30@aol.com,HR,Manager,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$83,836.36 "
124,Isahella,Spanton,Male,ispanton3f@loc.gov,Marketing,Manager,Cordelia Vosse,MGR123,cvossea7@ucoz.com,present,"$80,873.16 "
404,Samuel,Dorrance,Female,sdorranceb7@diigo.com,Sales,Manager,Cordelia Vosse,MGR123,cvossea7@ucoz.com,present,"$73,560.47 "
442,Eula,Whatman,Female,ewhatmanc9@163.com,HR,Manager,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$25,445.48 "
706,Ash,Hinsch,Male,ahinschjl@diigo.com,Marketing,Manager,Cordelia Vosse,MGR123,cvossea7@ucoz.com,present,"$38,858.28 "
724,Gabriel,Beyn,Female,gbeynk3@oaic.gov.au,Finance,Manager,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$69,775.10 "
826,Nanni,Tunnock,Female,ntunnockmx@angelfire.com,Support,Manager,Cordelia Vosse,MGR123,cvossea7@ucoz.com,present,"$56,109.80 "
944,Rhoda,Spinello,Female,rspinelloq7@pen.io,Marketing,Manager,Cordelia Vosse,MGR123,cvossea7@ucoz.com,absent,"$87,614.92 "
20,Melesa,Spatig,Female,mspatigj@slideshare.net,Sales,Manager,Patricia Loads,MGR135,mspatigj@cbslocal.com,absent,"$82,252.39 "
80,Phillie,Fowls,Male,pfowls27@uiuc.edu,Operations,Manager,Patricia Loads,MGR135,mspatigj@cbslocal.com,absent,"$59,542.20 "
123,Eward,Burhouse,Female,eburhouse3e@odnoklassniki.ru,Finance,Manager,Patricia Loads,MGR135,mspatigj@cbslocal.com,absent,"$75,734.54 "
